iter,gate,n_groups,n_groups_cut,n_zero_variance,n_train_items,loss,grad_norm,rewards_mean,rewards_max,rollout_secs,train_secs,save_secs,iter_secs,cumulative_wall_clock_sec,seed,arm,zv_rate,cut_rate,recall_per_iter,dilution_pct
50,off,10,0,5,96,-0.006879518595525269,0.02660720981657505,0.5625,1.0,245.97475504875183,12.791758298873901,0.8536829948425293,259.6371064186096,14282.077755689621,7,baseline,0.5,0.0,,50.0
51,off,10,0,5,96,-0.006069673951060395,0.09410601109266281,0.3375,1.0,314.2966661453247,12.730268239974976,2.0211973190307617,329.0653648376465,14611.143120527267,7,baseline,0.5,0.0,,50.0
52,off,10,0,3,96,-0.023772649732563877,0.1726059466600418,0.5875,1.0,277.43118238449097,12.560521602630615,0.8470485210418701,290.85673332214355,14901.999853849411,7,baseline,0.3,0.0,,30.0
53,off,10,0,3,96,-0.01741624714304635,0.15858222544193268,0.5125,1.0,303.8288264274597,13.704993963241577,0.8845498561859131,318.43684005737305,15220.436693906784,7,baseline,0.3,0.0,,30.0
54,off,10,0,5,96,-0.001728946081129834,0.11801579594612122,0.45,1.0,286.8420011997223,13.83977746963501,0.8853211402893066,301.58014035224915,15522.016834259033,7,baseline,0.5,0.0,,50.0
55,off,10,0,4,96,-0.015249438991304487,0.12794636189937592,0.625,1.0,274.2431535720825,12.362257242202759,0.842853307723999,287.46355271339417,15809.480386972427,7,baseline,0.4,0.0,,40.0
56,off,10,0,3,96,-0.009455259656533599,0.05876604840159416,0.375,1.0,304.8436231613159,7.424882173538208,0.8493490219116211,313.1334710121155,16122.613857984543,7,baseline,0.3,0.0,,30.0
57,off,10,0,3,96,0.006393681251211092,0.20818743109703064,0.3375,1.0,305.134042263031,13.114031314849854,0.8482577800750732,319.1138632297516,16441.727721214294,7,baseline,0.3,0.0,,30.0
58,off,10,0,2,96,0.00037454027915373445,0.13462799787521362,0.45,1.0,311.7268934249878,13.174736499786377,1.1003429889678955,326.022013425827,16767.74973464012,7,baseline,0.2,0.0,,20.0
59,off,10,0,3,96,-0.0030523954160344147,0.13577225804328918,0.6875,1.0,259.69066739082336,11.940754652023315,0.8726873397827148,272.5269639492035,17040.276698589325,7,baseline,0.3,0.0,,30.0
60,off,10,0,4,96,0.0044484215891316126,0.1561156064271927,0.3375,1.0,310.38554191589355,9.908848524093628,0.8594326972961426,321.1706030368805,17361.447301626205,7,baseline,0.4,0.0,,40.0
1,off,10,0,4,96,0.027514711080584675,0.1146983653306961,0.3125,1.0,274.24858474731445,10.607800006866455,0.8332343101501465,285.69739174842834,285.69739174842834,13,baseline,0.4,0.0,,40.0
2,off,10,0,6,96,-0.02903595910174772,0.14799398183822632,0.55,1.0,226.95749831199646,13.958022117614746,0.8416197299957275,241.7750644683838,527.4724562168121,13,baseline,0.6,0.0,,60.0
3,off,10,0,6,96,0.01826028968207538,0.12492963671684265,0.2,1.0,329.65438652038574,8.76982045173645,0.8497891426086426,339.28792357444763,866.7603797912598,13,baseline,0.6,0.0,,60.0
4,off,10,0,4,96,-0.0014382151857716963,0.04379025474190712,0.525,1.0,274.9583191871643,9.074453830718994,0.8919148445129395,284.9413044452667,1151.7016842365265,13,baseline,0.4,0.0,,40.0
5,off,10,0,2,96,-0.0206622705081827,0.08604723960161209,0.55,1.0,251.01573371887207,12.361118078231812,0.8409433364868164,264.22898411750793,1415.9306683540344,13,baseline,0.2,0.0,,20.0
6,off,10,0,1,96,0.002909666596679017,0.15624412894248962,0.55,1.0,292.80683851242065,8.4515700340271,0.8462612628936768,302.11079263687134,1718.0414609909058,13,baseline,0.1,0.0,,10.0
7,off,10,0,3,96,-0.010104420565767214,0.0978815108537674,0.5,1.0,284.80471444129944,8.502321243286133,0.845463752746582,294.16558384895325,2012.207044839859,13,baseline,0.3,0.0,,30.0
8,off,10,0,5,96,-0.018886146363399803,0.040954139083623886,0.3625,1.0,279.0710451602936,9.30292820930481,0.8547394275665283,289.2436351776123,2301.4506800174713,13,baseline,0.5,0.0,,50.0
9,off,10,0,6,96,-0.052018188369402196,0.13777931034564972,0.425,1.0,264.21916151046753,12.133357048034668,0.8454928398132324,277.2124810218811,2578.6631610393524,13,baseline,0.6,0.0,,60.0
10,off,10,0,3,96,-0.01613232889212668,0.16883188486099243,0.375,1.0,277.4917006492615,14.465229272842407,0.8623735904693604,292.8323702812195,2871.495531320572,13,baseline,0.3,0.0,,30.0
11,off,10,0,5,96,-0.001987595846003387,0.10047183185815811,0.6,1.0,265.14822483062744,11.751635074615479,0.7968950271606445,277.7100474834442,3149.205578804016,13,baseline,0.5,0.0,,50.0
12,off,10,0,5,96,-0.005696083360817283,0.07162685692310333,0.5375,1.0,274.6963334083557,10.664124011993408,0.8062012195587158,286.18321990966797,3435.388798713684,13,baseline,0.5,0.0,,50.0
13,off,10,0,2,96,0.014734471900737844,0.11572593450546265,0.375,1.0,294.71467089653015,9.794064044952393,0.8316745758056641,305.35540771484375,3740.744206428528,13,baseline,0.2,0.0,,20.0
14,off,10,0,3,96,-0.004653648909879848,0.12384343892335892,0.575,1.0,250.55937695503235,11.3884756565094,0.8075113296508789,262.76867508888245,4003.5128815174103,13,baseline,0.3,0.0,,30.0
15,off,10,0,3,96,0.011540601874003187,0.15810471773147583,0.3875,1.0,286.3623158931732,13.561498165130615,0.8185062408447266,300.7583258152008,4304.271207332611,13,baseline,0.3,0.0,,30.0
16,off,10,0,4,96,0.006460757562308572,0.21231956779956818,0.45,1.0,278.3450725078583,10.195817947387695,0.7972931861877441,289.3526859283447,4593.623893260956,13,baseline,0.4,0.0,,40.0
