iter,gate,n_groups,n_groups_cut,n_zero_variance,n_train_items,loss,grad_norm,rewards_mean,rewards_max,rollout_secs,train_secs,save_secs,iter_secs,cumulative_wall_clock_sec,seed,arm,zv_rate,cut_rate,recall_per_iter,dilution_pct
3,on,10,2,6,96,0.0014142702194703816,0.11290422827005386,0.225,1.0,295.1684899330139,9.601280450820923,0.8397121429443359,305.63424730300903,796.4773035049438,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
4,on,10,1,3,96,0.002285223490645194,0.10528641194105148,0.5125,1.0,268.1695077419281,15.801531791687012,0.8285117149353027,284.82213521003723,1081.299438714981,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
5,on,10,0,2,96,0.0052071310826704575,0.18543092906475067,0.5875,1.0,252.60847568511963,15.16860556602478,0.8360214233398438,268.63789534568787,1349.937334060669,13,gated,0.2,0.0,0.0,16.666666666666664
6,on,10,0,2,96,-0.01016920176516578,0.17712204158306122,0.525,1.0,304.3019986152649,11.019879817962646,0.8132171630859375,316.15042519569397,1666.087759256363,13,gated,0.2,0.0,0.0,16.666666666666664
7,on,10,1,4,96,0.037022681906819344,0.1392190158367157,0.4875,1.0,266.12493801116943,12.013206005096436,0.8252310752868652,278.9855659008026,1945.0733251571655,13,gated,0.3333333333333333,0.1,0.25,25.0
8,on,10,2,6,96,-0.011435263685356745,0.06349495053291321,0.375,1.0,253.044917345047,13.039419651031494,0.7902600765228271,266.8976683616638,2211.9709935188293,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
9,on,10,2,6,96,-0.01153591152979061,0.25384172797203064,0.4125,1.0,229.1046018600464,10.361782550811768,0.7060890197753906,240.19584107398987,2452.166834592819,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
10,on,10,1,3,96,0.004488074220716953,0.11378882080316544,0.3,1.0,296.88575053215027,7.569260835647583,0.8305482864379883,305.310396194458,2757.477230787277,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
11,on,10,0,1,96,0.04269721465907139,0.20246060192584991,0.475,1.0,284.28773975372314,14.350449323654175,0.8372092247009277,299.4950933456421,3056.9723241329193,13,gated,0.1,0.0,0.0,8.333333333333332
12,on,10,3,7,96,0.011165010786498897,0.16226640343666077,0.275,1.0,225.17825961112976,12.052473783493042,0.7277469635009766,237.98264336585999,3294.9549674987793,13,gated,0.5714285714285714,0.3,0.42857142857142855,33.33333333333333
13,on,10,1,3,96,0.03147665871074423,0.17707514762878418,0.2375,1.0,290.47237253189087,11.462106704711914,0.80985426902771,302.76999592781067,3597.72496342659,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
14,on,10,1,5,96,0.011433572035457473,0.1304042488336563,0.6625,1.0,238.19616794586182,12.458407402038574,0.8318831920623779,251.50982785224915,3849.234791278839,13,gated,0.4444444444444444,0.1,0.2,33.33333333333333
15,on,10,1,6,96,0.004142981604672968,0.09961911290884018,0.7375,1.0,218.29592752456665,16.688443660736084,0.720836877822876,235.72825717926025,4084.9630484580994,13,gated,0.5555555555555556,0.1,0.16666666666666666,41.66666666666667
16,on,10,0,3,96,-0.004981220929039409,0.20200078189373016,0.5375,1.0,292.32814955711365,8.406065225601196,0.8065905570983887,301.5625784397125,4386.525626897812,13,gated,0.3,0.0,0.0,25.0
17,on,10,2,6,96,0.000765392673201859,0.10316263139247894,0.475,1.0,204.32512736320496,15.10551142692566,0.7195870876312256,220.16972637176514,4606.695353269577,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
18,on,10,2,6,96,0.00670346586616688,0.10586225986480713,0.2125,1.0,250.74870038032532,8.94161057472229,0.819530725479126,260.5324411392212,4867.227794408798,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
19,on,10,2,3,96,0.008800210649496876,0.11725759506225586,0.3625,1.0,264.5526776313782,9.350327253341675,0.8269784450531006,274.7444887161255,5141.972283124924,13,gated,0.125,0.2,0.6666666666666666,8.333333333333332
20,on,10,2,5,96,-0.026812919764779508,0.14417412877082825,0.45,1.0,222.5691783428192,14.348021507263184,0.7006998062133789,237.63858294487,5379.610866069794,13,gated,0.375,0.2,0.4,25.0
21,on,10,1,4,96,0.0055399050761479884,0.07140004634857178,0.275,1.0,282.31593894958496,9.384665727615356,0.8090269565582275,292.53396248817444,5672.144828557968,13,gated,0.3333333333333333,0.1,0.25,25.0
22,on,10,2,5,96,-0.022194522942299955,0.11036574840545654,0.375,1.0,238.56509065628052,11.077672719955444,0.8250691890716553,250.4891972541809,5922.634025812149,13,gated,0.375,0.2,0.4,25.0
23,on,10,1,5,96,-0.012648266390897334,0.11886689811944962,0.4125,1.0,272.19653248786926,10.556297540664673,0.8330833911895752,283.6091628074646,6206.243188619614,13,gated,0.4444444444444444,0.1,0.2,33.33333333333333
24,on,10,4,3,96,-0.024897209757909877,0.23357972502708435,0.45,1.0,220.06490182876587,15.815417766571045,0.7187118530273438,236.61794328689575,6442.861131906509,13,gated,0.0,0.4,1.3333333333333333,0.0
25,on,10,2,3,96,-0.014935193839846761,0.10141778737306595,0.4875,1.0,257.5419614315033,10.441362619400024,0.8192596435546875,268.8253197669983,6711.686451673508,13,gated,0.125,0.2,0.6666666666666666,8.333333333333332
26,on,10,1,7,96,-0.0024526402717128803,0.047733716666698456,0.4125,1.0,272.61566615104675,14.678667545318604,0.8143696784973145,288.13329124450684,6999.8197429180145,13,gated,0.6666666666666666,0.1,0.14285714285714285,50.0
27,on,10,0,6,96,0.0324763526514289,0.17206943035125732,0.55,1.0,259.0373680591583,11.243265390396118,0.8328590393066406,271.1369352340698,7270.956678152084,13,gated,0.6,0.0,0.0,50.0
28,on,10,2,8,96,-0.010771893888886552,0.02566426619887352,0.325,1.0,217.44244718551636,10.3657386302948,0.7270667552947998,228.55715036392212,7499.5138285160065,13,gated,0.75,0.2,0.25,50.0
29,on,10,0,3,96,0.0031218715957948007,0.21161656081676483,0.425,1.0,292.6379117965698,11.696455001831055,0.8251099586486816,305.18410658836365,7804.69793510437,13,gated,0.3,0.0,0.0,25.0
30,on,10,2,6,96,-0.005412180049461313,0.06897071748971939,0.3,1.0,264.6677505970001,13.388999462127686,0.8019275665283203,278.8855495452881,8083.583484649658,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
31,on,10,0,3,96,0.009724542032927275,0.08607291430234909,0.45,1.0,277.6920919418335,10.709208488464355,0.8107287883758545,289.22817277908325,8372.811657428741,13,gated,0.3,0.0,0.0,25.0
32,on,10,1,3,96,0.0018971400131704286,0.15769287943840027,0.575,1.0,237.76306557655334,13.143343687057495,0.8371670246124268,251.76624464988708,8624.577902078629,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
33,on,10,3,6,96,0.016884548691450618,0.12441154569387436,0.4125,1.0,205.75615572929382,14.565926313400269,0.7091703414916992,221.05240154266357,8845.630303621292,13,gated,0.42857142857142855,0.3,0.5,25.0
34,on,10,1,2,96,0.042831343875150196,0.13304676115512848,0.475,1.0,292.1364977359772,13.182851314544678,0.8070380687713623,306.1508502960205,9151.781153917313,13,gated,0.1111111111111111,0.1,0.5,8.333333333333332
35,on,10,4,6,96,0.0027234359877184033,0.08299941569566727,0.375,1.0,234.25032949447632,12.327513933181763,0.8310787677764893,247.4342770576477,9399.21543097496,13,gated,0.3333333333333333,0.4,0.6666666666666666,16.666666666666664
36,on,10,1,5,96,-0.00308000051882118,0.23675402998924255,0.5375,1.0,259.47461557388306,12.850069046020508,0.825247049331665,273.1629695892334,9672.378400564194,13,gated,0.4444444444444444,0.1,0.2,33.33333333333333
37,on,10,3,6,96,-0.010945789108518511,0.222661092877388,0.2875,1.0,250.4966323375702,10.652959823608398,0.8099491596221924,261.982310295105,9934.360710859299,13,gated,0.42857142857142855,0.3,0.5,25.0
38,on,10,0,3,96,0.0034300867991987616,0.18023186922073364,0.575,1.0,280.313205242157,11.135223150253296,0.8597028255462646,292.3382124900818,10226.69892334938,13,gated,0.3,0.0,0.0,25.0
39,on,10,1,4,96,-0.008107519621262327,0.08799663931131363,0.4125,1.0,266.7516438961029,9.421634912490845,0.8203902244567871,277.01864790916443,10503.717571258545,13,gated,0.3333333333333333,0.1,0.25,25.0
40,on,10,1,3,96,-0.007622643373906612,0.14923244714736938,0.5375,1.0,243.566388130188,14.591796875,0.8314516544342041,259.01122760772705,10762.728798866272,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
41,on,10,1,3,96,0.006776749389246106,0.13507308065891266,0.375,1.0,282.8838551044464,11.399367570877075,0.822866678237915,295.13134264945984,11057.860141515732,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
42,on,10,2,5,96,-0.040603444085718365,0.19146977365016937,0.3625,1.0,252.66655373573303,12.710530281066895,0.8192131519317627,266.2210764884949,11324.081218004227,13,gated,0.375,0.2,0.4,25.0
43,on,10,2,6,96,0.01868558838032186,0.10821262001991272,0.3375,1.0,244.97541689872742,11.078349828720093,0.8244988918304443,256.90121603012085,11580.982434034348,13,gated,0.5,0.2,0.3333333333333333,33.33333333333333
44,on,10,2,5,96,-0.020722885019495152,0.12632910907268524,0.4125,1.0,249.79024982452393,12.342957496643066,0.8119997978210449,262.9652645587921,11843.94769859314,13,gated,0.375,0.2,0.4,25.0
45,on,10,1,2,96,0.006714286522765178,0.08606136590242386,0.525,1.0,273.0753297805786,10.31138825416565,0.8265295028686523,284.23638010025024,12128.18407869339,13,gated,0.1111111111111111,0.1,0.5,8.333333333333332
46,on,10,0,5,96,-0.03294847943470813,0.10183355957269669,0.425,1.0,290.32984042167664,9.986765384674072,0.8377490043640137,301.1703383922577,12429.354417085648,13,gated,0.5,0.0,0.0,41.66666666666667
47,on,10,2,3,96,-0.032538425555685535,0.18549180030822754,0.4,1.0,267.63665413856506,13.308338165283203,0.8381366729736328,281.8038709163666,12711.158288002014,13,gated,0.125,0.2,0.6666666666666666,8.333333333333332
48,on,10,1,3,96,0.00973811512812972,0.11209853738546371,0.4875,1.0,286.41862893104553,11.560187339782715,0.8201987743377686,298.8219883441925,13009.980276346207,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
49,on,10,1,4,96,0.006097844725445611,0.18336302042007446,0.575,1.0,263.55032753944397,13.289449214935303,0.8063786029815674,277.6686677932739,13287.64894413948,13,gated,0.3333333333333333,0.1,0.25,25.0
50,on,10,4,6,96,-0.004447143292054534,0.13837990164756775,0.275,1.0,212.95338463783264,13.445086240768433,0.7109928131103516,227.13194847106934,13514.78089261055,13,gated,0.3333333333333333,0.4,0.6666666666666666,16.666666666666664
51,on,10,2,5,96,-0.05372999294195324,0.227178692817688,0.5625,1.0,234.42364358901978,14.32555603981018,0.8486871719360352,249.62413239479065,13764.40502500534,13,gated,0.375,0.2,0.4,25.0
52,on,10,0,4,96,0.022403208509786054,0.06966671347618103,0.425,1.0,268.507764339447,8.430211544036865,0.814100980758667,277.77726674079895,14042.18229174614,13,gated,0.4,0.0,0.0,33.33333333333333
53,on,10,1,3,96,-0.023382451981888153,0.16783224046230316,0.5875,1.0,228.86620116233826,15.262938499450684,0.8528258800506592,245.00612354278564,14287.188415288925,13,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
54,on,10,2,4,96,-0.014435203571338207,0.19253742694854736,0.4625,1.0,205.81497478485107,12.955945014953613,0.7010431289672852,219.4857895374298,14506.674204826355,13,gated,0.25,0.2,0.5,16.666666666666664
55,on,10,1,2,96,-0.018936299049528316,0.21346446871757507,0.45,1.0,283.7394552230835,12.203750610351562,0.8263263702392578,296.79486894607544,14803.46907377243,13,gated,0.1111111111111111,0.1,0.5,8.333333333333332
56,on,10,3,7,96,0.019452609936706722,0.08259934931993484,0.375,1.0,214.39359617233276,14.005542516708374,0.9354662895202637,229.35803294181824,15032.827106714249,13,gated,0.5714285714285714,0.3,0.42857142857142855,33.33333333333333
57,on,10,4,6,96,-0.009062638782779686,0.14309318363666534,0.2125,1.0,229.97875022888184,10.967299938201904,0.8182926177978516,241.79059958457947,15274.617706298828,13,gated,0.3333333333333333,0.4,0.6666666666666666,16.666666666666664
58,on,10,1,4,96,0.009323936297732871,0.18537771701812744,0.4,1.0,249.33391165733337,12.108695030212402,0.8616623878479004,262.32360768318176,15536.94131398201,13,gated,0.3333333333333333,0.1,0.25,25.0
59,on,10,0,3,96,-0.07931479532271624,0.2024715542793274,0.725,1.0,234.68045711517334,16.47508978843689,0.8110673427581787,251.99050736427307,15788.931821346283,13,gated,0.3,0.0,0.0,25.0
60,on,10,1,6,96,-0.00896039794315584,0.04654185473918915,0.3125,1.0,284.4442973136902,9.724852800369263,0.8235993385314941,295.02171540260315,16083.953536748886,13,gated,0.5555555555555556,0.1,0.16666666666666666,41.66666666666667
1,on,10,2,4,96,-0.01867981654504547,0.08668924868106842,0.3375,1.0,278.20187640190125,10.286527395248413,0.8315939903259277,289.34091663360596,289.34091663360596,23,gated,0.25,0.2,0.5,16.666666666666664
2,on,10,3,5,96,0.014086138205811949,0.11615199595689774,0.3875,1.0,235.03757977485657,11.805691719055176,0.8029327392578125,247.66809391975403,537.00901055336,23,gated,0.2857142857142857,0.3,0.6,16.666666666666664
3,on,10,2,5,96,0.02023992670001462,0.17200806736946106,0.325,1.0,257.3914613723755,10.497721910476685,0.8113231658935547,268.7228174209595,805.7318279743195,23,gated,0.375,0.2,0.4,25.0
4,on,10,3,8,96,-0.0010891095662373118,0.04045182093977928,0.4875,1.0,183.3436257839203,15.066236019134521,0.7309842109680176,199.1621994972229,1004.8940274715424,23,gated,0.7142857142857143,0.3,0.375,41.66666666666667
5,on,10,1,2,96,0.01826264604460448,0.11546216905117035,0.3125,1.0,287.5609290599823,9.742097854614258,0.8090252876281738,298.12848234176636,1303.0225098133087,23,gated,0.1111111111111111,0.1,0.5,8.333333333333332
6,on,10,1,2,96,-0.0005865726270712912,0.11580058932304382,0.35,1.0,294.63234281539917,9.305715322494507,0.8249223232269287,304.7898178100586,1607.8123276233673,23,gated,0.1111111111111111,0.1,0.5,8.333333333333332
7,on,10,2,7,96,-0.011983663600403816,0.11330271512269974,0.4375,1.0,228.9220368862152,12.31668758392334,0.82851243019104,242.08766555786133,1849.8999931812286,23,gated,0.625,0.2,0.2857142857142857,41.66666666666667
8,on,10,2,4,96,0.03660247946572781,0.1309542953968048,0.4875,1.0,240.66822218894958,11.677419424057007,0.7990009784698486,253.16602325439453,2103.066016435623,23,gated,0.25,0.2,0.5,16.666666666666664
9,on,10,0,4,96,-0.002697397183510475,0.06798064708709717,0.5875,1.0,265.14335083961487,11.442505836486816,0.8042435646057129,277.41153955459595,2380.477555990219,23,gated,0.4,0.0,0.0,33.33333333333333
10,on,10,2,6,96,0.0017013687320286408,0.1490938812494278,0.375,1.0,277.69891810417175,11.781450510025024,0.8156695365905762,290.3152675628662,2670.7928235530853,23,gated,0.5,0.2,0.3333333333333333,33.33333333333333
11,on,10,2,5,96,-0.01000596497033257,0.125390887260437,0.4375,1.0,234.42223286628723,13.827675580978394,0.8475430011749268,249.1215844154358,2919.914407968521,23,gated,0.375,0.2,0.4,25.0
12,on,10,0,4,96,-0.0045878168893978,0.07821430265903473,0.4875,1.0,282.8099732398987,11.892297506332397,0.8478763103485107,295.5801992416382,3215.4946072101593,23,gated,0.4,0.0,0.0,33.33333333333333
13,on,10,3,6,96,-0.005718780681490898,0.13186651468276978,0.3875,1.0,218.05861449241638,11.387909173965454,0.7303364276885986,230.20123744010925,3445.6958446502686,23,gated,0.42857142857142855,0.3,0.5,25.0
14,on,10,1,4,96,0.005245846230536699,0.1453942209482193,0.6625,1.0,229.59528923034668,13.04659366607666,0.8069057464599609,243.46619153022766,3689.162036180496,23,gated,0.3333333333333333,0.1,0.25,25.0
15,on,10,3,4,96,0.009413161635166034,0.1224631816148758,0.4125,1.0,245.95842242240906,11.0339515209198,0.8150296211242676,257.8318283557892,3946.9938645362854,23,gated,0.14285714285714285,0.3,0.75,8.333333333333332
16,on,10,0,3,96,-0.0008013602928258479,0.11887186765670776,0.5375,1.0,247.2353904247284,12.976040840148926,0.818591833114624,261.0504274368286,4208.044291973114,23,gated,0.3,0.0,0.0,25.0
17,on,10,2,3,96,0.0024618881288915873,0.18428033590316772,0.3375,1.0,282.5134925842285,12.763551473617554,0.8073406219482422,296.11030554771423,4504.154597520828,23,gated,0.125,0.2,0.6666666666666666,8.333333333333332
18,on,10,1,2,96,-0.024228556837215365,0.1551932543516159,0.425,1.0,273.1021635532379,13.447914123535156,0.8144674301147461,287.38853335380554,4791.543130874634,23,gated,0.1111111111111111,0.1,0.5,8.333333333333332
19,on,10,3,6,96,0.01000244909664616,0.1268061250448227,0.5,1.0,196.7372214794159,16.34821105003357,0.740619421005249,213.8385157585144,5005.381646633148,23,gated,0.42857142857142855,0.3,0.5,25.0
20,on,10,1,3,96,0.022214308841284947,0.11300106346607208,0.5375,1.0,236.50388407707214,12.71955132484436,0.8126394748687744,250.05341625213623,5255.435062885284,23,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
21,on,10,2,6,96,0.00428495818778174,0.08467162400484085,0.2625,1.0,275.1646990776062,10.784976720809937,0.8278951644897461,286.8007447719574,5542.235807657242,23,gated,0.5,0.2,0.3333333333333333,33.33333333333333
22,on,10,3,4,96,0.008596796644269489,0.08476317673921585,0.4375,1.0,247.33604741096497,10.977878093719482,0.8146240711212158,259.1533510684967,5801.3891587257385,23,gated,0.14285714285714285,0.3,0.75,8.333333333333332
23,on,10,3,5,96,0.0240864776133094,0.07798720896244049,0.4,1.0,250.03690814971924,9.918440818786621,0.8374950885772705,260.8165330886841,6062.205691814423,23,gated,0.2857142857142857,0.3,0.6,16.666666666666664
24,on,10,0,6,96,-0.03669786057434976,0.2330702394247055,0.5625,1.0,249.18721270561218,13.008808612823486,0.8273015022277832,263.04184222221375,6325.247534036636,23,gated,0.6,0.0,0.0,50.0
25,on,10,1,5,96,0.030258276892709546,0.12262781709432602,0.275,1.0,298.87994933128357,12.396365880966187,0.8229291439056396,312.1246795654297,6637.372213602066,23,gated,0.4444444444444444,0.1,0.2,33.33333333333333
26,on,10,1,6,96,-0.007343702076468617,0.17412786185741425,0.4125,1.0,243.11521911621094,11.365275621414185,0.8218920230865479,255.32798504829407,6892.70019865036,23,gated,0.5555555555555556,0.1,0.16666666666666666,41.66666666666667
27,on,10,0,1,96,0.03451221612340305,0.11968884617090225,0.4875,1.0,336.70344710350037,11.722246408462524,0.83697509765625,349.28568816185,7241.98588681221,23,gated,0.1,0.0,0.0,8.333333333333332
28,on,10,2,4,96,0.02618182283185888,0.13963483273983002,0.3875,1.0,279.97445797920227,13.907102584838867,0.8685710430145264,294.7749855518341,7536.760872364044,23,gated,0.25,0.2,0.5,16.666666666666664
29,on,10,1,5,96,-0.015883229236351326,0.1835588961839676,0.6,1.0,253.12955498695374,15.089635848999023,0.8123290538787842,269.0582525730133,7805.8191249370575,23,gated,0.4444444444444444,0.1,0.2,33.33333333333333
30,on,10,1,4,96,-1.725470065139234e-05,0.18576094508171082,0.55,1.0,235.5722153186798,12.617544174194336,0.8152530193328857,249.02822613716125,8054.847351074219,23,gated,0.3333333333333333,0.1,0.25,25.0
31,on,10,2,4,96,-0.02538446188555099,0.0896599069237709,0.425,1.0,244.52466440200806,13.853244543075562,0.8202345371246338,259.22378849983215,8314.07113957405,23,gated,0.25,0.2,0.5,16.666666666666664
32,on,10,3,6,96,-0.03752829182485584,0.1760191172361374,0.6,1.0,171.77138447761536,17.904719829559326,0.7289867401123047,190.4278440475464,8504.498983621597,23,gated,0.42857142857142855,0.3,0.5,25.0
33,on,10,0,4,96,0.02976106115966104,0.11656883358955383,0.55,1.0,262.9242990016937,11.515767574310303,0.8247511386871338,275.2860972881317,8779.785080909729,23,gated,0.4,0.0,0.0,33.33333333333333
34,on,10,5,6,96,-0.028139728150563315,0.1414242535829544,0.2875,1.0,207.65710163116455,11.744681119918823,0.7092976570129395,220.13164353370667,8999.916724443436,23,gated,0.2,0.5,0.8333333333333334,8.333333333333332
35,on,10,6,7,96,0.05432176706381142,0.17859727144241333,0.1125,1.0,222.20987844467163,8.185274124145508,0.7044291496276855,231.12315154075623,9231.039875984192,23,gated,0.25,0.6,0.8571428571428571,8.333333333333332
36,on,10,2,5,96,-0.0030788423609919846,0.0889231413602829,0.275,1.0,284.53957200050354,12.680739164352417,0.8140552043914795,298.05999541282654,9529.099871397018,23,gated,0.375,0.2,0.4,25.0
37,on,10,1,5,96,-0.03838955928222276,0.21807770431041718,0.525,1.0,245.2986273765564,13.708376169204712,0.8351731300354004,259.86562943458557,9788.965500831604,23,gated,0.4444444444444444,0.1,0.2,33.33333333333333
38,on,10,1,5,96,0.015285446010238957,0.12205579876899719,0.5125,1.0,225.2454161643982,13.757925510406494,0.7159924507141113,239.74216985702515,10028.70767068863,23,gated,0.4444444444444444,0.1,0.2,33.33333333333333
39,on,10,3,6,96,0.0040075244614854455,0.08132349699735641,0.2375,1.0,273.23711371421814,7.965381622314453,0.82645583152771,282.0552034378052,10310.762874126434,23,gated,0.42857142857142855,0.3,0.5,25.0
40,on,10,3,4,96,-0.019860651293129195,0.2400740683078766,0.4875,1.0,202.1257848739624,14.84351634979248,0.7205827236175537,217.71431517601013,10528.477189302444,23,gated,0.14285714285714285,0.3,0.75,8.333333333333332
41,on,10,2,4,96,0.002128178981365636,0.12245623767375946,0.4625,1.0,248.13354563713074,9.753206729888916,0.9151537418365479,258.82916021347046,10787.306349515915,23,gated,0.25,0.2,0.5,16.666666666666664
42,on,10,0,4,96,-0.008295347141483944,0.20178712904453278,0.55,1.0,272.2339425086975,14.965542078018188,0.8073270320892334,288.03134632110596,11075.33769583702,23,gated,0.4,0.0,0.0,33.33333333333333
43,on,10,3,6,96,-0.04038622899679467,0.1836937665939331,0.5,1.0,187.06771993637085,16.71622395515442,0.695784330368042,204.50407767295837,11279.84177350998,23,gated,0.42857142857142855,0.3,0.5,25.0
44,on,10,2,6,96,-0.03886587433225941,0.20828482508659363,0.3625,1.0,257.50716185569763,9.963452816009521,0.8356149196624756,268.3298213481903,11548.17159485817,23,gated,0.5,0.2,0.3333333333333333,33.33333333333333
45,on,10,2,3,96,0.03566102527838666,0.2269139289855957,0.4625,1.0,261.3796293735504,12.984054327011108,0.8275678157806396,275.2169699668884,11823.388564825058,23,gated,0.125,0.2,0.6666666666666666,8.333333333333332
46,on,10,4,5,96,0.033610572580073494,0.18924154341220856,0.1625,1.0,241.76610493659973,12.283639430999756,0.8258743286132812,254.9008481502533,12078.289412975311,23,gated,0.16666666666666666,0.4,0.8,8.333333333333332
47,on,10,1,6,96,-0.024518928650650196,0.10702347010374069,0.5875,1.0,244.82198548316956,11.603329420089722,0.8163514137268066,257.26722407341003,12335.556637048721,23,gated,0.5555555555555556,0.1,0.16666666666666666,41.66666666666667
48,on,10,1,2,96,0.014385516566107981,0.18393923342227936,0.5875,1.0,240.1582269668579,11.887815952301025,0.8226878643035889,252.89267492294312,12588.449311971664,23,gated,0.1111111111111111,0.1,0.5,8.333333333333332
49,on,10,4,8,96,0.01529642182867974,0.07990303635597229,0.4375,1.0,162.41197299957275,16.777485609054565,0.709129810333252,179.91969418525696,12768.369006156921,23,gated,0.6666666666666666,0.4,0.5,33.33333333333333
50,on,10,1,5,96,-0.001020771829644218,0.13042372465133667,0.55,1.0,253.7601432800293,12.858659744262695,0.8257839679718018,267.469190120697,13035.838196277618,23,gated,0.4444444444444444,0.1,0.2,33.33333333333333
51,on,10,1,1,96,-0.011739455750728212,0.1838524043560028,0.5625,1.0,277.83848786354065,14.432254552841187,0.81646728515625,293.1150252819061,13328.953221559525,23,gated,0.0,0.1,1.0,0.0
52,on,10,4,6,96,-0.012181420694105327,0.1064426451921463,0.325,1.0,211.203040599823,10.65688705444336,0.703087568283081,222.58707118034363,13551.540292739868,23,gated,0.3333333333333333,0.4,0.6666666666666666,16.666666666666664
53,on,10,1,6,96,-0.00606894982047379,0.22984053194522858,0.4,1.0,264.86255979537964,11.138567209243774,0.8265399932861328,276.85090827941895,13828.391201019287,23,gated,0.5555555555555556,0.1,0.16666666666666666,41.66666666666667
54,on,10,3,5,96,0.03807858924847096,0.12696141004562378,0.2625,1.0,261.78318095207214,10.801472902297974,0.8763611316680908,273.48646903038025,14101.877670049667,23,gated,0.2857142857142857,0.3,0.6,16.666666666666664
55,on,10,4,6,96,-0.03234455906567746,0.1532704383134842,0.35,1.0,221.00959467887878,14.5020592212677,0.7297284603118896,236.2553904056549,14338.133060455322,23,gated,0.3333333333333333,0.4,0.6666666666666666,16.666666666666664
56,on,10,4,4,96,-0.008061840257141739,0.13190992176532745,0.325,1.0,246.3246922492981,9.963964939117432,0.8221251964569092,257.1344909667969,14595.26755142212,23,gated,0.0,0.4,1.0,0.0
57,on,10,2,6,96,-0.0036876168924209196,0.07945378124713898,0.4875,1.0,233.30299997329712,14.12528395652771,0.8032150268554688,248.2585301399231,14843.526081562042,23,gated,0.5,0.2,0.3333333333333333,33.33333333333333
58,on,10,2,4,96,0.01880204821645748,0.12529614567756653,0.4125,1.0,265.4024832248688,14.381328105926514,0.8188023567199707,280.6264410018921,15124.152522563934,23,gated,0.25,0.2,0.5,16.666666666666664
59,on,10,1,3,96,-0.00289467052789405,0.13415226340293884,0.4875,1.0,278.96675086021423,13.302013874053955,0.8345794677734375,293.1280424594879,15417.280565023422,23,gated,0.2222222222222222,0.1,0.3333333333333333,16.666666666666664
60,on,10,3,6,96,0.006544842442963272,0.12967415153980255,0.2375,1.0,273.32776522636414,9.014974117279053,0.8197901248931885,283.18927812576294,15700.469843149185,23,gated,0.42857142857142855,0.3,0.5,25.0
