K,max_prod_K,mean_prod_K,max_unique_obs_K,mean_unique_obs_K,max_unique_action_K,min_repeat_K,mean_repeat_K,max_repeat_K,nav_fraction_K,task_id,label,reward_var,task_type,unique_action_ratio,unique_prefix_ratio,action_bigram_jaccard_mean,prefix_edit_distance_mean,obs_unique_ratio,termination_fraction,action_entropy
10,5,3.5,10,8.875,10,0.0,0.16249999999999998,0.30000000000000004,0.6363636363636364,pick_two_obj_and_place-CD-None-Drawer-304/trial_T20190907_230232_832893,mixed,0.25,pick_two_obj_and_place,0.875,1.0,0.8227998308880663,0.7892857142857144,0.75,0.0,0.9166666666666666
15,9,4.875,14,11.5,14,0.0,0.23958333333333334,0.4,0.6213592233009708,pick_two_obj_and_place-CD-None-Drawer-304/trial_T20190907_230232_832893,mixed,0.25,pick_two_obj_and_place,0.875,1.0,0.8681999372375409,0.8333333333333333,0.875,0.25,0.9166666666666666
20,10,6.125,17,13.0,16,0.0,0.31805555555555554,0.5,0.608,pick_two_obj_and_place-CD-None-Drawer-304/trial_T20190907_230232_832893,mixed,0.25,pick_two_obj_and_place,0.625,1.0,0.8723708306836385,0.8464285714285714,0.625,0.375,0.7185463540765221
10,8,6.125,9,8.375,9,0.0,0.21249999999999997,0.4,0.3287671232876712,pick_clean_then_place_in_recep-Tomato-None-CounterTop-25/trial_T20190909_012550_586494,mixed,0.109375,pick_clean_then_place_in_recep,0.625,0.875,0.6883318070818071,0.5357142857142857,0.625,0.125,0.7185463540765221
15,13,8.5,11,9.125,11,0.0,0.39166666666666666,0.6,0.28421052631578947,pick_clean_then_place_in_recep-Tomato-None-CounterTop-25/trial_T20190909_012550_586494,mixed,0.109375,pick_clean_then_place_in_recep,0.75,1.0,0.7304267942301444,0.6428571428571429,0.625,0.125,0.8333333333333334
20,18,10.875,15,9.75,15,0.0,0.48125,0.7,0.2564102564102564,pick_clean_then_place_in_recep-Tomato-None-CounterTop-25/trial_T20190909_012550_586494,mixed,0.109375,pick_clean_then_place_in_recep,0.625,1.0,0.7596470780681307,0.7035714285714285,0.75,0.125,0.7185463540765221
10,5,4.125,10,10.0,10,0.0,0.024999999999999994,0.09999999999999998,0.5875,pick_cool_then_place_in_recep-Tomato-None-Microwave-18/trial_T20190909_012524_159092,mixed,0.1875,pick_cool_then_place_in_recep,0.5,0.625,0.6630733762036283,0.6535714285714286,0.5,0.0,0.5833333333333334
15,7,6.0,15,14.25,15,0.0,0.020833333333333343,0.08333333333333337,0.5789473684210527,pick_cool_then_place_in_recep-Tomato-None-Microwave-18/trial_T20190909_012524_159092,mixed,0.1875,pick_cool_then_place_in_recep,0.5,0.625,0.6632416879795396,0.6761904761904762,0.5,0.25,0.5833333333333334
20,10,7.5,20,18.0,20,0.0,0.020833333333333343,0.08333333333333337,0.5833333333333334,pick_cool_then_place_in_recep-Tomato-None-Microwave-18/trial_T20190909_012524_159092,mixed,0.1875,pick_cool_then_place_in_recep,0.625,0.75,0.6822401550253926,0.7107142857142856,0.625,0.25,0.7185463540765221
10,4,3.0,10,10.0,10,0.0,0.012499999999999997,0.09999999999999998,0.7,pick_clean_then_place_in_recep-DishSponge-None-CounterTop-403/trial_T20190908_144357_621068,mixed,0.234375,pick_clean_then_place_in_recep,0.5,0.625,0.5943024937247626,0.4892857142857143,0.5,0.0,0.5833333333333334
15,6,3.875,15,13.5,15,0.0,0.10119047619047619,0.33333333333333337,0.7394957983193278,pick_clean_then_place_in_recep-DishSponge-None-CounterTop-403/trial_T20190908_144357_621068,mixed,0.234375,pick_clean_then_place_in_recep,0.625,1.0,0.6954216933729054,0.5642857142857143,0.75,0.125,0.6666666666666666
20,8,5.375,20,16.125,20,0.0,0.16004464285714287,0.35,0.7133333333333334,pick_clean_then_place_in_recep-DishSponge-None-CounterTop-403/trial_T20190908_144357_621068,mixed,0.234375,pick_clean_then_place_in_recep,0.75,1.0,0.7588211724044663,0.6321428571428571,0.75,0.25,0.8333333333333334
10,6,5.0,10,9.75,10,0.0,0.05,0.4,0.5,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-30/trial_T20190908_052007_212776,all_fail,0.0,pick_clean_then_place_in_recep,1.0,1.0,0.7467046346510633,0.7214285714285714,0.875,0.0,1.0
15,11,8.0,15,13.5,15,0.0,0.14166666666666666,0.6,0.4576271186440678,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-30/trial_T20190908_052007_212776,all_fail,0.0,pick_clean_then_place_in_recep,1.0,1.0,0.7726835702036172,0.75,0.875,0.0,1.0
20,16,10.5,20,16.25,19,0.050000000000000044,0.26875,0.7,0.44370860927152317,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-30/trial_T20190908_052007_212776,all_fail,0.0,pick_clean_then_place_in_recep,0.75,1.0,0.8203628582313965,0.7875,0.875,0.0,0.8018796874098554
10,4,3.375,10,9.875,10,0.0,0.09999999999999998,0.19999999999999996,0.6625,pick_two_obj_and_place-CreditCard-None-Dresser-311/trial_T20190907_201917_045715,all_fail,0.0,pick_two_obj_and_place,0.5,0.875,0.6569724917939205,0.49642857142857144,0.75,0.0,0.6352130207431889
15,8,5.625,15,13.75,13,0.1333333333333333,0.225,0.33333333333333337,0.625,pick_two_obj_and_place-CreditCard-None-Dresser-311/trial_T20190907_201917_045715,all_fail,0.0,pick_two_obj_and_place,0.75,1.0,0.7165399700296605,0.6023809523809524,1.0,0.0,0.8333333333333334
20,11,7.875,18,15.875,16,0.19999999999999996,0.31875,0.5,0.5827814569536424,pick_two_obj_and_place-CreditCard-None-Dresser-311/trial_T20190907_201917_045715,all_fail,0.0,pick_two_obj_and_place,0.625,1.0,0.7435773396269155,0.6678571428571428,0.875,0.0,0.7185463540765221
10,6,4.375,10,9.0,10,0.0,0.04821428571428572,0.1428571428571429,0.5138888888888888,pick_heat_then_place_in_recep-Tomato-None-Fridge-23/trial_T20190909_082320_103350,mixed,0.109375,pick_heat_then_place_in_recep,0.375,0.5,0.7803871548619448,0.7214285714285714,0.375,0.5,0.4685463540765222
15,9,5.125,15,11.5,15,0.0,0.05238095238095239,0.1428571428571429,0.5444444444444444,pick_heat_then_place_in_recep-Tomato-None-Fridge-23/trial_T20190909_082320_103350,mixed,0.109375,pick_heat_then_place_in_recep,0.375,0.5,0.7798708728342596,0.7071428571428572,0.375,0.5,0.4685463540765222
20,9,6.0,20,13.375,20,0.0,0.07946428571428572,0.35,0.5428571428571428,pick_heat_then_place_in_recep-Tomato-None-Fridge-23/trial_T20190909_082320_103350,mixed,0.109375,pick_heat_then_place_in_recep,0.5,0.625,0.7679028489097138,0.7178571428571429,0.5,0.5,0.5833333333333334
10,9,5.75,4,4.0,4,0.0,0.335515873015873,0.7,0.14814814814814814,look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,mixed,0.109375,look_at_obj_in_light,0.375,0.875,0.6690592145949289,0.55,0.25,0.75,0.353759374819711
15,14,6.375,4,4.0,4,0.0,0.348015873015873,0.8,0.13559322033898305,look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,mixed,0.109375,look_at_obj_in_light,0.25,0.875,0.6141813543599258,0.45,0.25,0.875,0.1811881477331988
20,19,7.0,4,4.0,4,0.0,0.354265873015873,0.85,0.125,look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,mixed,0.109375,look_at_obj_in_light,0.25,0.875,0.6141813543599258,0.39999999999999997,0.25,0.875,0.1811881477331988
10,4,3.875,10,10.0,10,0.0,0.0,0.0,0.6125,pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099,all_fail,0.0,pick_two_obj_and_place,0.375,0.5,0.25811688311688313,0.16071428571428573,0.375,0.0,0.43293164689846614
15,7,6.625,15,15.0,15,0.0,0.0,0.0,0.5583333333333333,pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099,all_fail,0.0,pick_two_obj_and_place,0.375,0.5,0.1790966386554622,0.10714285714285714,0.375,0.0,0.43293164689846614
20,11,9.125,20,19.75,20,0.0,0.025000000000000022,0.050000000000000044,0.5290322580645161,pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099,all_fail,0.0,pick_two_obj_and_place,0.625,1.0,0.2963553010136861,0.15714285714285717,0.625,0.0,0.7185463540765221
10,5,4.75,10,10.0,10,0.0,0.0,0.0,0.525,pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737,all_fail,0.0,pick_two_obj_and_place,0.375,0.375,0.23051948051948054,0.1285714285714286,0.375,0.0,0.43293164689846614
15,7,7.0,15,15.0,15,0.0,0.0,0.0,0.5333333333333333,pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737,all_fail,0.0,pick_two_obj_and_place,0.375,0.375,0.2602813852813853,0.16904761904761906,0.375,0.0,0.43293164689846614
20,10,9.75,20,20.0,20,0.0,0.0,0.0,0.5125,pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737,all_fail,0.0,pick_two_obj_and_place,0.375,0.375,0.21617535903250187,0.18928571428571428,0.375,0.0,0.43293164689846614
10,3,2.125,8,4.875,8,0.0,0.0638888888888889,0.4,0.6046511627906976,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-26/trial_T20190907_233056_022802,all_succeed,0.0,pick_clean_then_place_in_recep,0.25,0.375,0.33766233766233766,0.425,0.25,0.875,0.1811881477331988
15,3,2.25,9,5.125,8,0.0,0.055555555555555566,0.33333333333333337,0.6,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-26/trial_T20190907_233056_022802,all_succeed,0.0,pick_clean_then_place_in_recep,0.125,0.375,0.22727272727272727,0.31428571428571433,0.125,1.0,-0.0
20,3,2.25,9,5.125,8,0.0,0.055555555555555566,0.33333333333333337,0.6,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-26/trial_T20190907_233056_022802,all_succeed,0.0,pick_clean_then_place_in_recep,0.125,0.375,0.22727272727272727,0.2357142857142857,0.125,1.0,-0.0
10,4,4.0,10,10.0,10,0.0,0.0,0.0,0.6,pick_and_place_simple-Book-None-Sofa-229/trial_T20190907_042856_259139,mixed,0.109375,pick_and_place_simple,0.25,0.25,0.09090909090909091,0.05,0.25,0.0,0.1811881477331988
15,6,5.125,15,14.125,15,0.0,0.0,0.0,0.6371681415929203,pick_and_place_simple-Book-None-Sofa-229/trial_T20190907_042856_259139,mixed,0.109375,pick_and_place_simple,0.25,0.25,0.13157894736842107,0.06666666666666667,0.25,0.875,0.1811881477331988
20,10,5.625,19,14.625,18,0.0,0.012499999999999997,0.09999999999999998,0.6186440677966102,pick_and_place_simple-Book-None-Sofa-229/trial_T20190907_042856_259139,mixed,0.109375,pick_and_place_simple,0.25,0.25,0.14583333333333331,0.1125,0.25,0.875,0.1811881477331988
10,1,0.875,10,10.0,10,0.0,0.0,0.0,0.9125,pick_two_obj_and_place-Book-None-Desk-302/trial_T20190906_181233_363875,all_fail,0.0,pick_two_obj_and_place,0.25,0.25,0.125,0.1,0.25,0.0,0.1811881477331988
15,3,3.0,15,14.75,15,0.0,0.05833333333333332,0.06666666666666665,0.8,pick_two_obj_and_place-Book-None-Desk-302/trial_T20190906_181233_363875,all_fail,0.0,pick_two_obj_and_place,0.375,0.625,0.2429154995331466,0.1357142857142857,0.5,0.0,0.43293164689846614
20,5,3.375,18,16.25,18,0.09999999999999998,0.23750000000000002,0.30000000000000004,0.83125,pick_two_obj_and_place-Book-None-Desk-302/trial_T20190906_181233_363875,all_fail,0.0,pick_two_obj_and_place,0.625,0.75,0.38913666452322876,0.275,0.625,0.0,0.6666666666666666
10,5,5.0,10,10.0,10,0.0,0.0,0.0,0.5,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121908_219603,mixed,0.109375,pick_clean_then_place_in_recep,0.25,0.25,0.2,0.25,0.25,0.0,0.1811881477331988
15,7,7.0,15,15.0,15,0.0,0.0,0.0,0.5333333333333333,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121908_219603,mixed,0.109375,pick_clean_then_place_in_recep,0.25,0.25,0.15,0.2,0.25,0.0,0.1811881477331988
20,10,9.0,20,20.0,20,0.0,0.06250000000000003,0.19999999999999996,0.55,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121908_219603,mixed,0.109375,pick_clean_then_place_in_recep,0.75,0.75,0.2832862789384528,0.24464285714285713,0.625,0.0,0.8333333333333334
10,5,4.625,10,9.375,10,0.0,0.0,0.0,0.5066666666666667,pick_heat_then_place_in_recep-Mug-None-Cabinet-3/trial_T20190909_014639_335717,mixed,0.234375,pick_heat_then_place_in_recep,0.375,0.5,0.38377872127872126,0.2857142857142857,0.375,0.25,0.5204260414863776
15,10,5.5,15,10.625,15,0.0,0.06666666666666668,0.2666666666666667,0.4823529411764706,pick_heat_then_place_in_recep-Mug-None-Cabinet-3/trial_T20190909_014639_335717,mixed,0.234375,pick_heat_then_place_in_recep,0.5,0.75,0.47742471988795515,0.40238095238095234,0.5,0.625,0.5162649802317995
20,13,6.375,17,11.125,15,0.0,0.13124999999999998,0.44999999999999996,0.4631578947368421,pick_heat_then_place_in_recep-Mug-None-Cabinet-3/trial_T20190909_014639_335717,mixed,0.234375,pick_heat_then_place_in_recep,0.5,0.75,0.5059800475214009,0.46071428571428574,0.5,0.625,0.5162649802317995
10,5,5.0,10,10.0,10,0.0,0.0,0.0,0.5,pick_clean_then_place_in_recep-Ladle-None-DiningTable-16/trial_T20190909_183724_205399,all_fail,0.0,pick_clean_then_place_in_recep,0.125,0.125,0.0,0.0,0.125,0.0,-0.0
15,7,7.0,15,15.0,15,0.0,0.0,0.0,0.5333333333333333,pick_clean_then_place_in_recep-Ladle-None-DiningTable-16/trial_T20190909_183724_205399,all_fail,0.0,pick_clean_then_place_in_recep,0.75,0.75,0.29733893557422963,0.16666666666666669,0.625,0.0,0.8333333333333334
20,10,9.0,20,20.0,20,0.0,0.043750000000000025,0.15000000000000002,0.55,pick_clean_then_place_in_recep-Ladle-None-DiningTable-16/trial_T20190909_183724_205399,all_fail,0.0,pick_clean_then_place_in_recep,0.75,0.875,0.4572632658346944,0.3178571428571429,0.875,0.0,0.8333333333333334
10,5,4.625,10,10.0,10,0.0,0.024999999999999994,0.09999999999999998,0.5375,pick_cool_then_place_in_recep-Apple-None-Microwave-5/trial_T20190908_150807_823817,mixed,0.234375,pick_cool_then_place_in_recep,0.5,0.75,0.5478236049664621,0.47500000000000003,0.5,0.0,0.603759374819711
15,8,6.875,15,14.625,15,0.0,0.017261904761904756,0.0714285714285714,0.5299145299145299,pick_cool_then_place_in_recep-Apple-None-Microwave-5/trial_T20190908_150807_823817,mixed,0.234375,pick_cool_then_place_in_recep,0.625,0.75,0.6004471439779018,0.5285714285714286,0.625,0.25,0.7185463540765221
20,12,8.875,20,17.375,20,0.0,0.03392857142857142,0.19999999999999996,0.5,pick_cool_then_place_in_recep-Apple-None-Microwave-5/trial_T20190908_150807_823817,mixed,0.234375,pick_cool_then_place_in_recep,0.5,0.75,0.6133470051924309,0.5660714285714286,0.5,0.375,0.603759374819711
10,5,4.75,10,10.0,10,0.0,0.0,0.0,0.525,pick_clean_then_place_in_recep-SoapBar-None-Toilet-428/trial_T20190907_041436_588106,mixed,0.234375,pick_clean_then_place_in_recep,0.375,0.375,0.33466533466533466,0.21428571428571427,0.25,0.0,0.5
15,8,6.125,15,13.875,15,0.0,0.008333333333333331,0.06666666666666665,0.5585585585585585,pick_clean_then_place_in_recep-SoapBar-None-Toilet-428/trial_T20190907_041436_588106,mixed,0.234375,pick_clean_then_place_in_recep,0.5,0.625,0.46229812898045985,0.32142857142857145,0.5,0.625,0.5162649802317995
20,9,6.5,18,14.75,17,0.0,0.0625,0.19999999999999996,0.5555555555555556,pick_clean_then_place_in_recep-SoapBar-None-Toilet-428/trial_T20190907_041436_588106,mixed,0.234375,pick_clean_then_place_in_recep,0.5,0.625,0.49293269130225653,0.4017857142857143,0.375,0.625,0.5162649802317995
10,6,3.875,10,9.875,10,0.0,0.09999999999999998,0.19999999999999996,0.6125,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165826_194855,mixed,0.109375,pick_two_obj_and_place,0.75,0.75,0.3717532467532468,0.3,0.625,0.0,0.8333333333333334
15,7,5.125,15,14.625,13,0.1333333333333333,0.175,0.4666666666666667,0.6583333333333333,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165826_194855,mixed,0.109375,pick_two_obj_and_place,0.75,0.875,0.5130442527888348,0.3738095238095238,0.75,0.0,0.8018796874098554
20,10,8.0,20,17.875,16,0.19999999999999996,0.27499999999999997,0.44999999999999996,0.6,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165826_194855,mixed,0.109375,pick_two_obj_and_place,0.625,0.875,0.5402503571763585,0.45,0.625,0.0,0.7185463540765221
10,5,4.875,10,10.0,10,0.0,0.0,0.0,0.5125,pick_cool_then_place_in_recep-Pan-None-DiningTable-7/trial_T20190908_232648_241836,all_fail,0.0,pick_cool_then_place_in_recep,0.25,0.25,0.04999999999999999,0.05,0.25,0.0,0.1811881477331988
15,7,7.0,15,15.0,15,0.0,0.0,0.0,0.5333333333333333,pick_cool_then_place_in_recep-Pan-None-DiningTable-7/trial_T20190908_232648_241836,all_fail,0.0,pick_cool_then_place_in_recep,0.25,0.25,0.033333333333333326,0.03333333333333333,0.25,0.0,0.1811881477331988
20,10,9.625,20,20.0,20,0.0,0.0,0.0,0.51875,pick_cool_then_place_in_recep-Pan-None-DiningTable-7/trial_T20190908_232648_241836,all_fail,0.0,pick_cool_then_place_in_recep,0.5,0.5,0.1030612244897959,0.06607142857142857,0.375,0.0,0.5162649802317995
10,3,2.25,10,10.0,10,0.0,0.012499999999999997,0.09999999999999998,0.775,pick_clean_then_place_in_recep-Plate-None-CounterTop-19/trial_T20190908_212725_836398,mixed,0.234375,pick_clean_then_place_in_recep,0.625,0.625,0.6680222088835535,0.5428571428571429,0.625,0.0,0.7185463540765221
15,7,4.375,15,13.75,15,0.0,0.054166666666666655,0.19999999999999996,0.6956521739130435,pick_clean_then_place_in_recep-Plate-None-CounterTop-19/trial_T20190908_212725_836398,mixed,0.234375,pick_clean_then_place_in_recep,0.75,0.75,0.6906587054098016,0.5976190476190476,0.75,0.125,0.8018796874098554
20,10,6.75,20,17.25,20,0.0,0.09444444444444444,0.35,0.6326530612244898,pick_clean_then_place_in_recep-Plate-None-CounterTop-19/trial_T20190908_212725_836398,mixed,0.234375,pick_clean_then_place_in_recep,0.75,0.875,0.7172017456100903,0.6446428571428572,0.75,0.25,0.8333333333333334
10,1,1.0,5,5.0,5,0.0,0.0,0.0,0.8,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,all_succeed,0.0,pick_and_place_simple,0.125,0.125,0.0,0.0,0.125,1.0,-0.0
15,1,1.0,5,5.0,5,0.0,0.0,0.0,0.8,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,all_succeed,0.0,pick_and_place_simple,0.125,0.125,0.0,0.0,0.125,1.0,-0.0
20,1,1.0,5,5.0,5,0.0,0.0,0.0,0.8,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,all_succeed,0.0,pick_and_place_simple,0.125,0.125,0.0,0.0,0.125,1.0,-0.0
10,2,1.875,9,9.0,9,0.09999999999999998,0.13749999999999996,0.19999999999999996,0.8125,pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192817_654400,all_fail,0.0,pick_cool_then_place_in_recep,0.625,0.625,0.5870192307692308,0.5607142857142857,0.625,0.0,0.7185463540765221
15,4,3.25,14,13.0,14,0.06666666666666665,0.15833333333333333,0.4666666666666667,0.7833333333333333,pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192817_654400,all_fail,0.0,pick_cool_then_place_in_recep,0.875,0.875,0.6506637723179077,0.6166666666666666,0.875,0.0,0.9166666666666666
20,7,5.0,19,17.375,19,0.050000000000000044,0.15625,0.6,0.75,pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192817_654400,all_fail,0.0,pick_cool_then_place_in_recep,0.875,0.875,0.6807544896589214,0.6749999999999999,0.875,0.0,0.9166666666666666
10,4,3.125,9,7.875,9,0.0,0.0,0.0,0.6031746031746031,pick_and_place_simple-SprayBottle-None-Toilet-418/trial_T20190906_190942_706186,all_succeed,0.0,pick_and_place_simple,0.125,0.375,0.5134920634920636,0.425,0.125,1.0,-0.0
15,4,3.125,9,7.875,9,0.0,0.0,0.0,0.6031746031746031,pick_and_place_simple-SprayBottle-None-Toilet-418/trial_T20190906_190942_706186,all_succeed,0.0,pick_and_place_simple,0.125,0.375,0.47726757369614514,0.2833333333333333,0.125,1.0,-0.0
20,4,3.125,9,7.875,9,0.0,0.0,0.0,0.6031746031746031,pick_and_place_simple-SprayBottle-None-Toilet-418/trial_T20190906_190942_706186,all_succeed,0.0,pick_and_place_simple,0.125,0.375,0.47726757369614514,0.2125,0.125,1.0,-0.0
10,5,5.0,10,10.0,10,0.0,0.0,0.0,0.5,pick_and_place_simple-SprayBottle-None-GarbageCan-409/trial_T20190908_054742_818364,mixed,0.234375,pick_and_place_simple,0.125,0.125,0.0,0.0,0.125,0.0,-0.0
15,8,7.25,15,15.0,15,0.0,0.0,0.0,0.5042735042735043,pick_and_place_simple-SprayBottle-None-GarbageCan-409/trial_T20190908_054742_818364,mixed,0.234375,pick_and_place_simple,0.625,0.875,0.2584733893557423,0.1357142857142857,0.625,0.0,0.75
20,11,8.875,20,17.75,18,0.052631578947368474,0.1028637770897833,0.19999999999999996,0.5103448275862069,pick_and_place_simple-SprayBottle-None-GarbageCan-409/trial_T20190908_054742_818364,mixed,0.234375,pick_and_place_simple,0.5,0.875,0.44268448166740093,0.3,0.625,0.5,0.5833333333333334
10,3,2.0,10,8.5,10,0.0,0.175,0.30000000000000004,0.8,look_at_obj_in_light-CD-None-DeskLamp-302/trial_T20190907_154618_526741,mixed,0.1875,look_at_obj_in_light,0.625,1.0,0.7245094191522764,0.5928571428571429,0.875,0.0,0.75
15,6,4.5,15,12.5,15,0.0,0.1791666666666667,0.2666666666666667,0.6814159292035398,look_at_obj_in_light-CD-None-DeskLamp-302/trial_T20190907_154618_526741,mixed,0.1875,look_at_obj_in_light,1.0,1.0,0.7694275060682767,0.6857142857142857,1.0,0.125,1.0
20,7,6.25,19,14.875,18,0.052631578947368474,0.25866228070175434,0.4,0.6428571428571429,look_at_obj_in_light-CD-None-DeskLamp-302/trial_T20190907_154618_526741,mixed,0.1875,look_at_obj_in_light,0.75,1.0,0.7838524016770906,0.7392857142857142,0.75,0.25,0.8333333333333334
10,7,3.5,9,8.0,9,0.0,0.05,0.4,0.582089552238806,pick_and_place_simple-TissueBox-None-Toilet-426/trial_T20190910_155319_795672,mixed,0.109375,pick_and_place_simple,0.25,0.5,0.38651348651348655,0.2928571428571428,0.25,0.875,0.1811881477331988
15,12,4.125,9,8.0,9,0.0,0.075,0.6,0.5416666666666666,pick_and_place_simple-TissueBox-None-Toilet-426/trial_T20190910_155319_795672,mixed,0.109375,pick_and_place_simple,0.25,0.5,0.35483088340231195,0.2785714285714286,0.25,0.875,0.1811881477331988
20,17,4.75,9,8.0,9,0.0,0.0875,0.7,0.5064935064935064,pick_and_place_simple-TissueBox-None-Toilet-426/trial_T20190910_155319_795672,mixed,0.109375,pick_and_place_simple,0.25,0.5,0.35483088340231195,0.2714285714285714,0.25,0.875,0.1811881477331988
10,3,2.0,9,8.375,9,0.09999999999999998,0.19999999999999996,0.7,0.8,pick_cool_then_place_in_recep-WineBottle-None-DiningTable-17/trial_T20190908_024426_412044,mixed,0.109375,pick_cool_then_place_in_recep,0.5,0.5,0.6190862708719852,0.4964285714285714,0.5,0.0,0.5833333333333334
15,4,3.375,14,12.125,14,0.06666666666666665,0.23333333333333334,0.8,0.775,pick_cool_then_place_in_recep-WineBottle-None-DiningTable-17/trial_T20190908_024426_412044,mixed,0.109375,pick_cool_then_place_in_recep,0.875,0.875,0.7370053965642201,0.6238095238095239,0.875,0.0,0.9166666666666666
20,7,5.375,19,16.0,19,0.050000000000000044,0.25,0.85,0.73125,pick_cool_then_place_in_recep-WineBottle-None-DiningTable-17/trial_T20190908_024426_412044,mixed,0.109375,pick_cool_then_place_in_recep,0.875,0.875,0.7635580119621018,0.7000000000000001,0.875,0.0,0.9166666666666666
10,3,3.0,10,9.625,10,0.0,0.05,0.4,0.68,pick_clean_then_place_in_recep-Ladle-None-CounterTop-14/trial_T20190909_113844_191747,mixed,0.109375,pick_clean_then_place_in_recep,0.25,0.25,0.25,0.25,0.25,0.0,0.1811881477331988
15,5,4.75,15,14.0,15,0.0,0.075,0.6,0.6545454545454545,pick_clean_then_place_in_recep-Ladle-None-CounterTop-14/trial_T20190909_113844_191747,mixed,0.109375,pick_clean_then_place_in_recep,0.25,0.25,0.2368421052631579,0.25,0.25,0.0,0.1811881477331988
20,6,5.625,18,16.625,17,0.05555555555555558,0.13611111111111113,0.7,0.6564885496183206,pick_clean_then_place_in_recep-Ladle-None-CounterTop-14/trial_T20190909_113844_191747,mixed,0.109375,pick_clean_then_place_in_recep,0.25,0.25,0.23958333333333334,0.25,0.25,0.875,0.1811881477331988
10,5,4.375,10,10.0,10,0.0,0.0,0.0,0.5625,pick_cool_then_place_in_recep-Pot-None-DiningTable-21/trial_T20190909_004531_429065,mixed,0.109375,pick_cool_then_place_in_recep,0.375,0.375,0.22077922077922077,0.12142857142857144,0.375,0.0,0.43293164689846614
15,7,5.5,15,15.0,15,0.0,0.0,0.0,0.6333333333333333,pick_cool_then_place_in_recep-Pot-None-DiningTable-21/trial_T20190909_004531_429065,mixed,0.109375,pick_cool_then_place_in_recep,0.875,1.0,0.4019048847609219,0.28095238095238095,0.625,0.0,0.9166666666666666
20,9,7.0,20,19.75,20,0.0,0.037500000000000006,0.09999999999999998,0.6410256410256411,pick_cool_then_place_in_recep-Pot-None-DiningTable-21/trial_T20190909_004531_429065,mixed,0.109375,pick_cool_then_place_in_recep,0.875,1.0,0.5396076806791092,0.39999999999999997,1.0,0.0,0.9166666666666666
10,2,0.875,10,10.0,10,0.0,0.012499999999999997,0.09999999999999998,0.9125,pick_and_place_simple-Candle-None-Cart-401/trial_T20190909_081908_677973,mixed,0.1875,pick_and_place_simple,0.75,1.0,0.6970957613814758,0.4928571428571429,0.875,0.0,0.8018796874098554
15,3,2.0,14,12.125,14,0.0,0.15000000000000002,0.2666666666666667,0.8545454545454545,pick_and_place_simple-Candle-None-Cart-401/trial_T20190909_081908_677973,mixed,0.1875,pick_and_place_simple,0.875,1.0,0.7541973506169682,0.5785714285714285,0.875,0.25,0.9166666666666666
20,5,2.75,16,13.125,15,0.0,0.275,0.44999999999999996,0.8267716535433071,pick_and_place_simple-Candle-None-Cart-401/trial_T20190909_081908_677973,mixed,0.1875,pick_and_place_simple,0.625,1.0,0.7613899119493749,0.6303571428571428,0.625,0.25,0.7185463540765221
10,2,2.0,6,5.125,6,0.0,0.0,0.0,0.6097560975609756,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-406/trial_T20190908_122858_883968,all_succeed,0.0,pick_and_place_simple,0.125,0.25,0.03571428571428573,0.05,0.125,1.0,-0.0
15,2,2.0,6,5.125,6,0.0,0.0,0.0,0.6097560975609756,pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-406/trial_T20190908_122858_883968,all_succeed,0.0,pick_and_place_simple,0.125,0.25,0.03571428571428573,0.03333333333333333,0.125,1.0,-0.0
